zoo,zooLabel,country,countryLabel,region,regionLabel,coord,inception,website
http://www.wikidata.org/entity/Q22031680,Penghu Aquarium,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q712753,Baisha Township,Point(119.60288889 23.64972222),1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5578056,Gokatsura Pond Furusato Village,http://www.wikidata.org/entity/Q17,Japan,,,Point(136.55455556 34.46666667),1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6481541,Babolsar Zoo,http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q1282224,Babolsar County,,,
http://www.wikidata.org/entity/Q6055894,Gaziantep Zoo,http://www.wikidata.org/entity/Q43,Turkey,http://www.wikidata.org/entity/Q2195037,Şahinbey district,Point(37.29526944 37.03967778),2001-01-01T00:00:00Z,http://gaziantepzoo.org//
http://www.wikidata.org/entity/Q5187417,Crocolandia Foundation,http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q316500,Talisay,Point(123.833833333 10.246722222),2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q109602084,Mariho Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q73729,Nishi-ku,,,https://mariho-aquarium.com/
http://www.wikidata.org/entity/Q55232305,Radiant Fish World,http://www.wikidata.org/entity/Q902,Bangladesh,http://www.wikidata.org/entity/Q949746,Cox's Bazar,Point(91.9678958 21.4423182),,http://www.radiantfishworld.com/
http://www.wikidata.org/entity/Q38266933,Aquamarine Inawashiro Kingfishers Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q669633,Inawashiro,Point(140.07458333 37.56138889),,https://www.aquamarine.or.jp/kawasemi/
http://www.wikidata.org/entity/Q26961754,Grandview Aquarium,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q10939903,Tianhenan Subdistrict,,,http://www.grandviewaquarium.com/
http://www.wikidata.org/entity/Q60751176,Lalazar Safari Park,http://www.wikidata.org/entity/Q843,Pakistan,,,,,
http://www.wikidata.org/entity/Q21652473,Inubōsaki Marine Park,http://www.wikidata.org/entity/Q17,Japan,,,Point(140.86516667 35.70713889),1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7292958,"Rani Bagh, Hyderabad",http://www.wikidata.org/entity/Q843,Pakistan,,,Point(68.34305 25.38223),,
http://www.wikidata.org/entity/Q95709237,Desaru Ostrich Farm,http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q7162711,Pengerang,Point(104.241472222 1.368888888),2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q109170506,Manila Aquarium,http://www.wikidata.org/entity/Q928,Philippines,,,,,
http://www.wikidata.org/entity/Q6045732,Soğanlı Zoo,http://www.wikidata.org/entity/Q43,Turkey,http://www.wikidata.org/entity/Q43690,Bursa Province,Point(29.047089 40.218525),,http://www.bursahayvanatbahcesi.com/
http://www.wikidata.org/entity/Q6165969,Jawaharlal Nehru Biological Park,http://www.wikidata.org/entity/Q668,India,,,,1989-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q107094445,Gandhi Zoological Park,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q2085310,Gwalior district,Point(78.169397661 26.209996625),1902-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q118107423,Menjor Multipurpose Research Centre and Unity Park,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q6400299,Khangabok,Point(94.01788 24.61895),,
http://www.wikidata.org/entity/Q83789636,Awashima Marine Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q241037,Numazu,Point(138.89 35.033555555),,http://marinepark.jp/
http://www.wikidata.org/entity/Q83789636,Awashima Marine Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q241037,Numazu,Point(138.89 35.033555555),,http://marinepark.jp/english/
http://www.wikidata.org/entity/Q120964441,Q120964441,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q708408,Caotun Township,,,
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q117842044,Hirao-jōsuimachi,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q117842079,Hirao 1-chōme to 5-chōme,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q59587500,Shaheed Ashfaq Ullah Khan Prani Udyan,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q5584396,Gorakhpur,Point(83.4084214 26.7192557),,https://gorakhpurzoo.org/default.aspx
http://www.wikidata.org/entity/Q104841545,Ark Avilon Zoo,http://www.wikidata.org/entity/Q928,Philippines,,,,,
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q118669315,Minami-kōen,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q113011987,Machia Biological Park,http://www.wikidata.org/entity/Q668,India,,,Point(72.979444444 26.304166666),,
http://www.wikidata.org/entity/Q7136009,Parassinikkadavu Snake Park,http://www.wikidata.org/entity/Q668,India,,,Point(75.3893 11.9902),,
http://www.wikidata.org/entity/Q109361701,Ōshima Park Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1204507,Oshima,Point(139.434567 34.761137),,https://www.soumu.metro.tokyo.lg.jp/11osima/park/www/htdocs/zoo/
http://www.wikidata.org/entity/Q6484561,Landhi Korangi Zoo,http://www.wikidata.org/entity/Q843,Pakistan,,,Point(67.158657 24.826615),1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q61722200,Teradomari Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q540312,Nagaoka,Point(138.760277777 37.633888888),,https://aquarium-teradomari.jp/
http://www.wikidata.org/entity/Q61722200,Teradomari Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q540312,Nagaoka,Point(138.760277777 37.633888888),,https://aquarium-teradomari.jp/language
http://www.wikidata.org/entity/Q108502475,Takagoyama Nature Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q498023,Futtsu,,,https://www.city.futtsu.lg.jp/0000000348.html
http://www.wikidata.org/entity/Q93202513,Q93202513,http://www.wikidata.org/entity/Q41470,Kurdistan,http://www.wikidata.org/entity/Q132754,Erbil,Point(44.1607 36.2172),2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q60994248,Q60994248,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q706732,Madou District,,,
http://www.wikidata.org/entity/Q21654084,Nifrel,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q653510,Suita,Point(135.53358333 34.80641667),,https://www.nifrel.jp/
http://www.wikidata.org/entity/Q113232241,Birding center in Eilat,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q134762,Eilat,Point(34.972406314 29.572777307),1980-01-01T00:00:00Z,https://eilatbirds.com/
http://www.wikidata.org/entity/Q106071028,Zhoukou Safari Park,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q198061,Zhoukou,,,http://www.zkslysdwy.com
http://www.wikidata.org/entity/Q108527080,Himalayan Nature Park Kufri,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Point(77.2454 31.1035),1992-01-01T00:00:00Z,http://hpforest.gov.in/himalayan-nature-park-kufri
http://www.wikidata.org/entity/Q5507754,Fukuyama City Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q661038,Fukuyama,Point(133.279138 34.524131),1978-04-01T00:00:00Z,http://www.fukuyamazoo.jp/
http://www.wikidata.org/entity/Q115959798,Punggol Zoo,http://www.wikidata.org/entity/Q334,Singapore,,,Point(103.911666666 1.411916666),,
http://www.wikidata.org/entity/Q63992974,Jakarta Aquarium,http://www.wikidata.org/entity/Q252,Indonesia,,,,,https://www.jakarta-aquarium.com/
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q117413767,Goshogadani,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q109597317,átoa,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q11502765,Shinkō-chō,Point(135.533583 34.806417),,https://atoa-kobe.jp/
http://www.wikidata.org/entity/Q106771209,Riyadh Zoo,http://www.wikidata.org/entity/Q851,Saudi Arabia,http://www.wikidata.org/entity/Q3692,Riyadh,,,http://www.zoo.com.sa/
http://www.wikidata.org/entity/Q56739393,Muroto Schoolhouse Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q431889,Muroto,Point(134.19552 33.326633),2018-04-26T00:00:00Z,https://www.city.muroto.kochi.jp/pages/page0343.php
http://www.wikidata.org/entity/Q57896831,Davao Crocodile Park,http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q1473,Davao City,,,http://crocodilepark.ph/
http://www.wikidata.org/entity/Q56739393,Muroto Schoolhouse Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q134093,Kōchi Prefecture,Point(134.19552 33.326633),2018-04-26T00:00:00Z,https://www.city.muroto.kochi.jp/pages/page0343.php
http://www.wikidata.org/entity/Q61368132,Siddharth Garden and Zoo,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q200713,Aurangabad,Point(75.31484 19.87926),1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q110300674,Malabon Zoo,http://www.wikidata.org/entity/Q928,Philippines,,,Point(120.9829 14.6635),,
http://www.wikidata.org/entity/Q85976405,Q85976405,http://www.wikidata.org/entity/Q884,South Korea,http://www.wikidata.org/entity/Q20927,Daegu,,,
http://www.wikidata.org/entity/Q5939541,Vakilabad Zoo,http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q1270617,Mashhad County,Point(59.447083333 36.338333333),,
http://www.wikidata.org/entity/Q7586332,Sri Venkateswara Zoological Park,http://www.wikidata.org/entity/Q668,India,,,Point(79.3646 13.6249),1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q85875396,Q85875396,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q694317,Chōshi,Point(140.840416666 35.707111111),,https://choshi-aquarium.jimdofree.com/
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q109597816,Terukuni,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q58423155,Q58423155,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q152467,Bnei Brak,Point(34.844638888 32.082944444),1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30321431,Israel aquarium,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.16663 31.74469),2017-06-19T00:00:00Z,https://www.israel-aquarium.org.il/
http://www.wikidata.org/entity/Q30321431,Israel aquarium,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.16663 31.74469),2017-06-19T00:00:00Z,https://www.israel-aquarium.org.il/english
http://www.wikidata.org/entity/Q6055483,İzmir Zoo,http://www.wikidata.org/entity/Q43,Turkey,http://www.wikidata.org/entity/Q2279529,Konak,Point(27.148333333 38.4275),1938-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q109361698,Sayama Chikōzan Children's Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q824009,Sayama,,,https://www.parks.or.jp/chikozan/zoo/
http://www.wikidata.org/entity/Q107012272,Hagachizaki Monkey Bay,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1203741,Minamiizu,Point(138.747427777 34.693258333),2020-05-07T00:00:00Z,https://monkeybay.jp/
http://www.wikidata.org/entity/Q109283876,Singapore Miniature Zoo,http://www.wikidata.org/entity/Q334,Singapore,,,Point(103.7675 1.2928),,
http://www.wikidata.org/entity/Q116763933,Lalehzar Zoo,http://www.wikidata.org/entity/Q794,Iran,,,,,
http://www.wikidata.org/entity/Q81036087,Bhagwan Birsa Biological Park,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1184,Jharkhand,Point(85.457 23.458),,https://birsazoojharkhand.in/
http://www.wikidata.org/entity/Q7418426,Sanjay Gandhi Biological Park,http://www.wikidata.org/entity/Q668,India,,,Point(85.099304 25.596513),1973-01-01T00:00:00Z,http://forest.bih.nic.in/SGBPark.htm
http://www.wikidata.org/entity/Q6025038,Indira Gandhi Zoological Park,http://www.wikidata.org/entity/Q668,India,,,Point(83.35 17.7691),1977-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48752477,Nagisa Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1205034,Suō-ōshima-chō,Point(132.43791667 33.95125),,https://nagisapark.jimdofree.com/%E3%81%AA%E3%81%8E%E3%81%95%E6%B0%B4%E6%97%8F%E9%A4%A8/
http://www.wikidata.org/entity/Q6755206,Marble Palace Zoo,http://www.wikidata.org/entity/Q668,India,,,Point(88.3595 22.582),1854-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q69535915,"Ostrich Farm, Saifai, Etawah",http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1815288,Etawah district,Point(78.957484 26.9624333),,
http://www.wikidata.org/entity/Q7256608,"Pt. G.B. Pant High Altitude Zoo, Nainital",http://www.wikidata.org/entity/Q668,India,,,Point(79.469 29.381),1995-06-01T00:00:00Z,http://www.nainitalzoo.org.in
http://www.wikidata.org/entity/Q115470712,Higashiyama Zoo North Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q106612732,"Kameiri, Tashiro-chō, Nagoya",Point(136.977732239 35.158260009),,
http://www.wikidata.org/entity/Q113135621,Bio Ramon,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q741793,Mitzpe Ramon,Point(34.804799391 30.609795495),,https://www.parks.org.il/reserve-park/chay-ramon/
http://www.wikidata.org/entity/Q6697780,Nawab Wajid Ali Shah Prani Udyan,http://www.wikidata.org/entity/Q668,India,,,Point(80.95463 26.84607),1921-01-01T00:00:00Z,http://lucknowzoo.in
http://www.wikidata.org/entity/Q7445905,Lok Kawi Wildlife Park,http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q1230032,Putatan District,Point(116.06867 5.84747),2007-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q5528980,Gaza Zoo,http://www.wikidata.org/entity/Q219060,Palestine,http://www.wikidata.org/entity/Q39760,Gaza Strip,Point(34.445372029 31.480308532),,
http://www.wikidata.org/entity/Q48769612,Underwater World Langkawi,http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q273303,Langkawi,Point(99.728591 6.287717),,https://www.underwaterworldlangkawi.com
http://www.wikidata.org/entity/Q107079912,Nandanvan Jungle Safari,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q6983051,Atal Nagar-Nava Raipur,Point(81.7778 21.0985),2016-01-01T00:00:00Z,https://www.junglesafari.cg.nic.in/
http://www.wikidata.org/entity/Q118107423,Menjor Multipurpose Research Centre and Unity Park,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1193,Manipur,Point(94.01788 24.61895),,
http://www.wikidata.org/entity/Q5302436,Jigokudani Monkey Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1204468,Yamanouchi,Point(138.4627 36.732797222),1964-06-03T00:00:00Z,https://jigokudani-yaenkoen.co.jp/
http://www.wikidata.org/entity/Q59255587,Changsha Ecological Zoo,http://www.wikidata.org/entity/Q148,People's Republic of China,,,Point(113.010648 28.039034),2010-01-01T00:00:00Z,http://www.cszoo.com.cn
http://www.wikidata.org/entity/Q122181417,Islamabad Zoo cum Botanical Garden,http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q1362,Islamabad,,,
http://www.wikidata.org/entity/Q5310637,Dubai Zoo,http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q612,Dubai,Point(55.256582 25.222375),1967-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6473423,Lahore Zoo Safari,http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q4478,Punjab,Point(74.213333333 31.382777777),,http://www.lahorezoo.com.pk/
http://www.wikidata.org/entity/Q110709440,Cube Oceanarium,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q30002,Chengdu,Point(104.06430244 30.575689),,
http://www.wikidata.org/entity/Q7186583,Phnom Tamao Wildlife Rescue Centre,http://www.wikidata.org/entity/Q424,Cambodia,http://www.wikidata.org/entity/Q613345,Takéo Province,Point(104.80111111 11.30055556),1995-01-01T00:00:00Z,http://phnomtamaozoo.com
http://www.wikidata.org/entity/Q6140007,Shanghai Wild Animal Park,http://www.wikidata.org/entity/Q148,People's Republic of China,,,Point(121.709 31.049),,http://en.shwzoo.com/
http://www.wikidata.org/entity/Q21655033,Yamagata Fresh-water Fish Museum,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q838681,Hitachiōmiya-shi,Point(140.40404639 36.62566611),,https://hitachiomiya-sinkouzaidan.opal.ne.jp/tansui/
http://www.wikidata.org/entity/Q5316871,Dushanbe Zoo,http://www.wikidata.org/entity/Q863,Tajikistan,http://www.wikidata.org/entity/Q9365,Dushanbe,Point(68.77194444 38.585),1960-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q61721910,Iyoboya Hall,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q284503,Murakami,Point(139.471388888 38.227777777),,https://www.iyoboya.jp/
http://www.wikidata.org/entity/Q21652335,Aquaterrace Nishikigaoka,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q11650412,Nishikigaoka,Point(140.76505556 38.25711111),,https://aquaterrace.co.jp/
http://www.wikidata.org/entity/Q69535915,"Ostrich Farm, Saifai, Etawah",http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q21811972,Saifai,Point(78.957484 26.9624333),,
http://www.wikidata.org/entity/Q107008851,Aqua Planet Jeju,http://www.wikidata.org/entity/Q884,South Korea,,,Point(126.9278 33.4328),,
http://www.wikidata.org/entity/Q99611864,Kōchi Prefectural Ashizuri Aquarium Satoumi,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q573115,Tosashimizu,Point(132.862861 32.791333),1975-05-02T00:00:00Z,https://kaiyoukan.jp/
http://www.wikidata.org/entity/Q85795742,Rajgir Zoo Safari,http://www.wikidata.org/entity/Q668,India,,,,,
http://www.wikidata.org/entity/Q97169050,Kawasui Kawasaki Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q30925292,Nisshin-chō,Point(139.696305555 35.529611111),,https://kawa-sui.com/
http://www.wikidata.org/entity/Q97539508,Awaji Farm Park England Hill,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q869004,Minami-Awaji,Point(134.801527777 34.307638888),,https://www.england-hill.com/
http://www.wikidata.org/entity/Q63022404,Isfahan Aquarium,http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q106286723,District 13,Point(51.612138888 32.637722222),,https://www.isfahanaquarium.ir/
http://www.wikidata.org/entity/Q102609105,Sika Deer Ecological Park,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q97026338,Gongguan Village,Point(121.494416666 22.671611111),2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q120715772,Shiraz Zoo,http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q15715855,Zarqan Rural District,Point(52.662972222 29.764638888),,
http://www.wikidata.org/entity/Q6315378,Jurong Reptile Park,http://www.wikidata.org/entity/Q334,Singapore,,,Point(103.709 1.3209),,
http://www.wikidata.org/entity/Q118107423,Menjor Multipurpose Research Centre and Unity Park,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q2086198,Thoubal district,Point(94.01788 24.61895),,
http://www.wikidata.org/entity/Q21652750,Kasumigaura City Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q772817,Kasumigaura,Point(140.37600694 36.07159389),,https://www.dane-kerry.com/aquarium.html
http://www.wikidata.org/entity/Q109370192,Q109370192,http://www.wikidata.org/entity/Q17,Japan,,,,,
http://www.wikidata.org/entity/Q6424313,Kobe Animal Kingdom,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q18339463,Minatojima Minamimachi,Point(135.22305556 34.65416667),2006-03-15T00:00:00Z,https://en.kobe-oukoku.com/
http://www.wikidata.org/entity/Q6424313,Kobe Animal Kingdom,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q18339463,Minatojima Minamimachi,Point(135.22305556 34.65416667),2006-03-15T00:00:00Z,https://tw.kobe-oukoku.com/
http://www.wikidata.org/entity/Q6424313,Kobe Animal Kingdom,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q18339463,Minatojima Minamimachi,Point(135.22305556 34.65416667),2006-03-15T00:00:00Z,https://www.kobe-oukoku.com/
http://www.wikidata.org/entity/Q6452176,Kyoto City Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1321832,Sakyō-ku,Point(135.786006 35.012853),1903-04-01T00:00:00Z,https://www5.city.kyoto.jp/zoo/
http://www.wikidata.org/entity/Q7680645,Taman Safari Indonesia,http://www.wikidata.org/entity/Q252,Indonesia,,,Point(106.95 -6.716666666),1990-03-16T00:00:00Z,https://tamansafari.com/
http://www.wikidata.org/entity/Q5507695,Fukuoka Municipal Zoo and Botanical Garden,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q117864588,Ozasa,Point(130.390230555 33.572252777),1953-08-01T00:00:00Z,https://zoo.city.fukuoka.lg.jp/
http://www.wikidata.org/entity/Q62266089,Emirates Park Zoo,http://www.wikidata.org/entity/Q878,United Arab Emirates,,,Point(54.366667 24.466667),,
http://www.wikidata.org/entity/Q5359345,Elephant Nature Park,http://www.wikidata.org/entity/Q869,Thailand,,,Point(98.8584 19.2141),,http://www.elephantnaturepark.org
http://www.wikidata.org/entity/Q7337785,River Wonders,http://www.wikidata.org/entity/Q334,Singapore,http://www.wikidata.org/entity/Q25171659,Central Water Catchment,Point(103.790744 1.403873),2012-11-29T00:00:00Z,https://www.mandai.com/en/river-wonders.html
http://www.wikidata.org/entity/Q7337785,River Wonders,http://www.wikidata.org/entity/Q334,Singapore,http://www.wikidata.org/entity/Q25171659,Central Water Catchment,Point(103.790744 1.403873),2012-11-29T00:00:00Z,https://www.mandai.com/ja/homepage/river-wonders.html
http://www.wikidata.org/entity/Q7337785,River Wonders,http://www.wikidata.org/entity/Q334,Singapore,http://www.wikidata.org/entity/Q25171659,Central Water Catchment,Point(103.790744 1.403873),2012-11-29T00:00:00Z,https://www.mandai.com/ko/homepage/river-wonders.html
http://www.wikidata.org/entity/Q7337785,River Wonders,http://www.wikidata.org/entity/Q334,Singapore,http://www.wikidata.org/entity/Q25171659,Central Water Catchment,Point(103.790744 1.403873),2012-11-29T00:00:00Z,https://www.mandai.com/zh/river-wonders.html
http://www.wikidata.org/entity/Q7569286,Karachi Zoo,http://www.wikidata.org/entity/Q843,Pakistan,,,Point(67.023203 24.876228),1878-01-01T00:00:00Z,http://www.karachizoo.pk
http://www.wikidata.org/entity/Q6963658,Nanjing Hongshan Forest Zoo,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q16666,Nanjing,Point(118.7982634 32.0941024),1998-01-01T00:00:00Z,http://www.njhszoo.com
http://www.wikidata.org/entity/Q11541603,Rakuju-en,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q131706078,Ichibanchō,Point(138.911767 35.122928),1890-01-01T00:00:00Z,https://www.city.mishima.shizuoka.jp/rakujyu/
http://www.wikidata.org/entity/Q11526061,Okazaki City Higashi Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q242783,Okazaki,Point(137.19188889 34.95302778),,http://www.city.okazaki.aichi.jp/1100/1107/1149/p006023.html
http://www.wikidata.org/entity/Q11633858,Toyohashi Zoo and Botanical Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q117830654,Ōiwa-chō,Point(137.431944 34.721111),1899-01-01T00:00:00Z,https://www.nonhoi.jp/
http://www.wikidata.org/entity/Q11084009,Hsinchu Zoo,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q700818,East District,Point(120.979 24.8011),1936-01-01T00:00:00Z,http://zoo.e-tobe.com/eng/
http://www.wikidata.org/entity/Q11618188,Kusatsu Tropical Wonderland,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q1358949,Kusatsu,Point(138.60472222 36.62261111),,http://nettaiken.com/
http://www.wikidata.org/entity/Q11380531,Izu Shaboten Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q721163,Ito,Point(139.101 34.9072),1959-01-01T00:00:00Z,https://izushaboten.com/
http://www.wikidata.org/entity/Q11652345,Nagasaki Bio Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q520267,Saikai,Point(129.78636 32.98975),1980-01-01T00:00:00Z,http://www.biopark.co.jp/
http://www.wikidata.org/entity/Q11452373,Takarazuka Family Land,http://www.wikidata.org/entity/Q17,Japan,,,,,
http://www.wikidata.org/entity/Q11437769,Omuta City Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q385623,Ōmuta-shi,,1941-10-01T00:00:00Z,http://omutacityzoo.org/
http://www.wikidata.org/entity/Q11437989,Omachi Alpine Museum,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q385375,Ōmachi-shi,Point(137.87055556 36.50525),1951-11-01T00:00:00Z,https://www.omachi-sanpaku.com/
http://www.wikidata.org/entity/Q11595312,Akita City Ōmoriyama Zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q17139,Akita,Point(140.07738333 39.67215),,https://www.city.akita.lg.jp/zoo/
http://www.wikidata.org/entity/Q11577814,Kofu city Yuki park zoo,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q201932,Kofu,Point(138.57177778 35.65097222),1919-08-04T00:00:00Z,http://www.city.kofu.yamanashi.jp/zoo/index.html
